metal,source,freq,as_of_date,metric,value,unit,is_imputed,method,quality,quality_notes,load_run_id,raw_file,raw_checksum
COPPER,SHFE,W,2025-03-15,shfe_total_mt,255472.0,mt,True,w_fri_last,ok,,20251230_113744,weekly_stock_data.csv,dd354da60510a265b490892e76c3d205
COPPER,SHFE,W,2025-03-16,shfe_futures_mt,157649.0,mt,True,w_fri_last,ok,,20251230_113744,weekly_stock_data.csv,dd354da60510a265b490892e76c3d205
COPPER,SHFE,W,2025-03-16,shfe_total_mt,255472.0,mt,True,w_fri_last,ok,,20251230_113744,weekly_stock_data.csv,dd354da60510a265b490892e76c3d205
COPPER,SHFE,W,2025-03-17,shfe_futures_mt,157649.0,mt,True,w_fri_last,ok,,20251230_113744,weekly_stock_data.csv,dd354da60510a265b490892e76c3d205
COPPER,SHFE,W,2025-03-17,shfe_total_mt,255472.0,mt,True,w_fri_last,ok,,20251230_113744,weekly_stock_data.csv,dd354da60510a265b490892e76c3d205
COPPER,SHFE,W,2025-03-18,shfe_futures_mt,157649.0,mt,True,w_fri_last,ok,,20251230_113744,weekly_stock_data.csv,dd354da60510a265b490892e76c3d205
COPPER,SHFE,W,2025-03-18,shfe_total_mt,255472.0,mt,True,w_fri_last,ok,,20251230_113744,weekly_stock_data.csv,dd354da60510a265b490892e76c3d205
COPPER,SHFE,W,2025-03-19,shfe_futures_mt,157649.0,mt,True,w_fri_last,ok,,20251230_113744,weekly_stock_data.csv,dd354da60510a265b490892e76c3d205
COPPER,SHFE,W,2025-03-19,shfe_total_mt,255472.0,mt,True,w_fri_last,ok,,20251230_113744,weekly_stock_data.csv,dd354da60510a265b490892e76c3d205
COPPER,SHFE,W,2025-03-20,shfe_futures_mt,157649.0,mt,True,w_fri_last,ok,,20251230_113744,weekly_stock_data.csv,dd354da60510a265b490892e76c3d205
COPPER,SHFE,W,2025-03-20,shfe_total_mt,255472.0,mt,True,w_fri_last,ok,,20251230_113744,weekly_stock_data.csv,dd354da60510a265b490892e76c3d205
COPPER,SHFE,W,2025-03-21,shfe_futures_mt,150060.0,mt,False,w_fri_last,ok,,20251230_113744,weekly_stock_data.csv,dd354da60510a265b490892e76c3d205
COPPER,SHFE,W,2025-03-21,shfe_total_mt,256328.0,mt,False,w_fri_last,ok,,20251230_113744,weekly_stock_data.csv,dd354da60510a265b490892e76c3d205
COPPER,SHFE,W,2025-03-22,shfe_futures_mt,150060.0,mt,True,w_fri_last,ok,,20251230_113744,weekly_stock_data.csv,dd354da60510a265b490892e76c3d205
